status pozyczki,kwota kredytu,wiek,plec,rodzaj zrodla dochodu,miesieczny dochod netto,ktore rolowanie,okres w jakim pobieral dochod,okres w jakim bedzie pobieral dochod,opoznienie splaty
splacona_cz,400.0,62,kobieta,13,1474.55,3,65,48,1
splacona_cz,500.0,73,kobieta,13,951.0,4,162,48,5
splacona_cz,400.0,40,kobieta,12,660.0,4,12,38,5
splacona_cz,400.0,54,kobieta,16,1045.6,5,12,48,1
splacona_cz,600.0,54,kobieta,12,1675.0,4,9,11,0
splacona_cz,200.0,63,kobieta,16,1600.0,0,24,48,0
splacona_cz,300.0,33,mężczyzna,11,1800.0,4,165,48,0
splacona,300.0,25,mężczyzna,12,1400.0,3,12,32,15
splacona_cz,400.0,57,kobieta,13,1817.24,3,18,48,0
splacona_cz,200.0,53,kobieta,16,1740.0,1,114,48,0
splacona_cz,500.0,72,kobieta,13,640.0,1,139,48,4
splacona_cz,200.0,75,kobieta,13,965.0,4,245,48,13
splacona_cz,600.0,39,kobieta,11,1800.0,0,52,48,12
splacona_cz,500.0,60,kobieta,13,1212.0,4,54,48,0
splacona_cz,367.31,61,kobieta,13,1684.0,4,20,48,8
splacona,407.1,64,mężczyzna,13,2010.0,0,138,48,0
splacona,327.0,52,kobieta,11,2065.98,4,179,48,19
splacona_cz,500.0,60,kobieta,13,1000.0,4,68,48,4
splacona_cz,449.33,38,kobieta,11,2927.0,3,201,48,2
splacona,200.0,23,mężczyzna,11,1400.0,0,25,48,0
splacona,496.83,31,kobieta,11,1600.0,4,14,48,48
splacona_cz,200.0,69,kobieta,16,959.6,4,115,48,0
splacona_cz,400.0,61,kobieta,13,1170.0,3,78,48,0
splacona_cz,200.0,56,kobieta,11,1172.2,4,37,48,2
splacona,321.21,65,kobieta,16,892.0,3,201,48,0
splacona_cz,250.0,54,kobieta,17,864.6,0,2,7,2
splacona_cz,300.0,62,kobieta,13,1130.0,4,103,48,3
splacona,200.0,46,kobieta,12,990.34,3,56,48,3
splacona_cz,286.94,52,kobieta,12,1050.0,3,34,36,2
splacona_cz,300.0,61,kobieta,13,997.0,4,79,48,0
splacona,200.0,66,kobieta,13,1428.55,4,137,48,4
splacona_cz,693.7,38,kobieta,11,1900.0,0,208,48,0
splacona_cz,300.0,77,kobieta,13,1300.0,1,193,48,0
splacona_cz,200.0,72,kobieta,13,730.0,3,561,48,3
splacona,600.0,65,mężczyzna,13,1217.0,1,51,48,0
splacona_cz,426.61,49,kobieta,11,2470.0,5,354,48,2
splacona,200.0,52,kobieta,99,598.0,1,3,6,3
splacona_cz,300.0,54,mężczyzna,11,1700.0,4,39,48,4
splacona_cz,400.0,58,kobieta,16,1589.0,0,27,48,3
splacona,500.0,57,kobieta,13,1530.0,0,25,48,0
splacona_cz,400.0,53,mężczyzna,11,4000.0,5,10,48,3
splacona_cz,200.0,20,mężczyzna,17,985.0,5,13,17,4
splacona_cz,500.0,70,kobieta,13,729.03,5,257,48,0
splacona_cz,300.0,57,kobieta,13,611.0,3,139,48,1
splacona_cz,300.0,60,mężczyzna,11,3000.0,5,212,48,3
splacona_cz,600.0,32,kobieta,11,1290.0,4,19,48,0
splacona,297.69,63,kobieta,13,1014.0,0,183,48,9
splacona_cz,600.0,47,kobieta,12,830.46,3,45,48,4
splacona_cz,300.0,64,kobieta,16,1132.0,1,97,48,0
splacona_cz,200.0,75,kobieta,13,616.0,4,246,48,0
splacona_cz,300.0,21,mężczyzna,12,952.89,0,23,26,0
splacona_cz,300.0,49,mężczyzna,13,3900.0,5,30,48,0
splacona_cz,300.0,65,kobieta,13,1350.0,3,111,48,0
splacona,200.0,31,mężczyzna,98,2000.0,0,14,48,0
splacona_cz,500.0,60,kobieta,13,936.0,2,31,48,0
splacona,388.45,43,mężczyzna,98,3178.0,0,201,48,11
splacona,371.01,44,mężczyzna,12,1952.35,4,4,11,0
splacona_cz,300.0,57,kobieta,11,1680.0,4,385,48,2
splacona_cz,600.0,49,kobieta,11,2800.0,4,319,48,0
splacona,783.61,63,kobieta,13,860.0,1,80,48,9
splacona,800.0,60,mężczyzna,11,1000.0,4,63,48,0
splacona_cz,400.0,56,mężczyzna,11,1842.86,3,8,48,1
splacona_cz,300.0,65,kobieta,13,1210.0,0,138,48,2
splacona,500.0,63,kobieta,13,2051.0,1,138,48,0
splacona_cz,200.0,24,mężczyzna,12,1000.0,5,12,25,1
splacona_cz,200.0,74,kobieta,13,1026.0,5,247,48,1
splacona_cz,250.0,51,kobieta,11,1700.0,4,306,48,5
splacona_cz,600.0,41,kobieta,98,5000.0,0,84,48,1
splacona,200.0,55,kobieta,11,1077.0,1,183,48,0
splacona,300.0,45,mężczyzna,12,1375.47,2,7,8,0
splacona_cz,600.0,55,mężczyzna,16,588.0,1,422,48,8
splacona_cz,200.0,52,kobieta,16,685.0,0,41,48,0
splacona_cz,300.0,58,kobieta,13,1240.0,1,70,48,0
splacona_cz,400.0,61,kobieta,13,1090.14,4,75,48,0
splacona,300.0,48,kobieta,11,1077.49,4,372,48,9
splacona_cz,200.0,57,mężczyzna,13,12220.0,3,71,48,3
splacona_cz,200.0,68,kobieta,13,1134.96,1,161,48,1
splacona_cz,300.0,42,kobieta,11,1286.16,1,117,48,0
splacona,200.0,63,kobieta,16,1389.0,4,91,48,0
splacona_cz,800.0,57,mężczyzna,12,2500.0,3,5,10,0
splacona_cz,378.91,70,kobieta,13,1291.18,5,79,48,0
splacona_cz,200.0,25,kobieta,17,1200.0,5,165,48,5
splacona_cz,400.0,54,kobieta,12,1700.0,5,55,48,0
splacona,200.0,53,kobieta,11,1700.0,5,205,48,2
splacona_cz,400.0,30,mężczyzna,11,2700.0,0,64,48,5
splacona_cz,500.0,72,mężczyzna,13,1700.0,4,14,48,0
splacona_cz,600.0,47,kobieta,11,1700.0,4,89,48,6
splacona_cz,300.0,71,mężczyzna,13,1295.37,0,307,48,0
splacona,300.0,49,mężczyzna,11,1400.0,0,14,48,9
splacona,300.0,53,mężczyzna,11,1300.0,0,452,48,0
splacona,200.0,30,kobieta,11,1373.34,2,58,48,270
splacona,200.0,57,kobieta,16,703.0,4,26,48,0
splacona_cz,200.0,66,kobieta,13,910.0,5,70,48,0
splacona_cz,200.0,26,kobieta,12,1100.0,1,15,17,4
windykacja_sp,700.0,37,mężczyzna,12,3000.0,0,8,10,20
splacona_cz,200.0,53,mężczyzna,11,2094.17,1,241,48,0
splacona,300.0,35,kobieta,11,2899.34,1,121,48,0
splacona_cz,200.0,71,kobieta,13,722.05,4,197,48,0
splacona_cz,515.96,58,kobieta,13,1801.41,0,38,48,6
splacona_cz,400.0,72,mężczyzna,13,1870.0,0,85,48,0
splacona_cz,500.0,58,mężczyzna,16,1770.0,5,89,48,0
windykacja,200.0,41,kobieta,11,1037.34,0,62,48,4532
windykacja_sp,397.31,60,kobieta,13,1149.06,0,161,48,263
splacona_cz,400.0,66,kobieta,13,850.0,4,67,48,3
splacona_cz,200.0,29,mężczyzna,99,1393.85,3,5,5,4
splacona,300.0,21,mężczyzna,12,1500.0,0,6,8,0
splacona,200.0,66,kobieta,13,1216.0,5,141,48,75
splacona,300.0,48,kobieta,98,1357.0,0,1,48,0
splacona_cz,300.0,50,mężczyzna,12,1000.0,2,43,48,0
splacona_cz,300.0,78,kobieta,13,1239.98,2,255,48,0
splacona_cz,345.97,54,kobieta,11,1721.7,5,120,48,0
splacona_cz,500.0,36,mężczyzna,11,3898.0,0,181,48,3
splacona_cz,500.0,62,kobieta,13,1691.3,1,73,48,13
splacona_cz,400.0,59,mężczyzna,13,3900.0,0,114,48,2
splacona_cz,300.0,26,mężczyzna,11,1459.0,2,9,48,7
splacona,200.0,46,mężczyzna,11,1566.82,1,349,48,0
splacona_cz,314.83,35,kobieta,11,2709.34,5,181,48,3
splacona_cz,400.0,51,mężczyzna,11,1800.0,1,259,48,0
windykacja,298.74,46,mężczyzna,13,1688.82,3,99,48,4529
splacona_cz,200.0,72,kobieta,13,785.0,1,64,48,0
splacona_cz,600.0,61,kobieta,13,1050.0,5,139,48,0
splacona_cz,500.0,44,mężczyzna,12,1952.35,0,4,11,1
splacona_cz,400.0,48,kobieta,11,980.0,0,200,48,0
windykacja_sp,370.0,40,kobieta,11,1087.0,0,238,48,234
splacona,200.0,62,kobieta,13,714.0,0,222,48,0
windykacja,500.0,33,mężczyzna,11,2261.0,0,51,48,4529
windykacja,500.0,35,kobieta,11,1792.0,0,62,48,4529
splacona_cz,400.0,44,mężczyzna,12,1963.88,4,6,6,4
splacona_cz,290.0,61,kobieta,13,1280.0,5,17,48,0
splacona,250.0,38,kobieta,11,800.51,0,20,48,1
splacona_cz,300.0,62,kobieta,13,1525.46,0,36,48,9
splacona_cz,300.0,45,mężczyzna,11,2100.0,0,50,48,0
splacona_cz,200.0,63,kobieta,16,1600.0,1,24,48,0
splacona_cz,500.0,29,kobieta,12,1447.0,5,22,24,3
splacona_cz,300.0,61,kobieta,13,2282.0,1,25,48,0
splacona,399.72,54,kobieta,11,2368.57,3,410,48,15
splacona,200.0,70,kobieta,13,907.0,3,234,48,2
splacona_cz,200.0,51,kobieta,11,932.34,5,395,48,0
splacona_cz,300.0,60,kobieta,13,810.0,5,33,48,1
splacona,200.0,40,kobieta,11,2505.0,1,164,48,0
splacona_cz,200.0,47,kobieta,11,1493.98,4,361,48,0
splacona_cz,400.0,56,kobieta,11,1730.13,3,193,48,0
splacona,400.0,60,kobieta,13,1425.0,0,79,48,0
splacona,200.0,73,mężczyzna,13,910.33,4,163,48,0
splacona,300.0,74,mężczyzna,13,1180.0,0,140,48,0
splacona,400.0,35,mężczyzna,98,1256.0,0,69,48,0
splacona_cz,300.0,79,kobieta,13,1442.43,0,141,48,0
splacona,200.0,56,kobieta,17,1100.0,3,27,33,2
splacona_cz,400.0,52,kobieta,98,3000.0,1,85,48,0
splacona_cz,700.0,37,kobieta,11,3178.76,0,121,48,0
splacona_cz,700.0,32,kobieta,11,3100.0,0,121,48,0
splacona_cz,400.0,75,kobieta,13,1900.0,1,121,48,1
splacona,600.0,43,kobieta,11,1443.0,5,34,48,0
splacona_cz,200.0,30,mężczyzna,12,1521.0,1,20,30,0
windykacja_sp,400.0,59,kobieta,16,1090.0,0,77,48,294
splacona_cz,500.0,56,mężczyzna,13,1900.0,5,150,48,0
splacona_cz,200.0,27,mężczyzna,17,728.0,5,100,48,0
splacona_cz,200.0,53,kobieta,12,984.34,4,18,20,6
splacona,300.0,66,mężczyzna,13,2110.0,5,101,48,1
splacona_cz,500.0,49,kobieta,11,1800.0,5,53,48,0
splacona_cz,300.0,67,mężczyzna,13,1573.0,0,89,48,12
splacona_cz,200.0,53,kobieta,99,1100.0,2,52,48,1
splacona_cz,349.66,64,mężczyzna,13,1601.87,1,45,48,1
splacona_cz,300.0,57,kobieta,16,634.64,4,136,48,4
splacona,297.86,22,kobieta,12,1634.0,3,12,15,12
windykacja_sp,500.0,73,mężczyzna,13,2112.0,0,98,48,322
splacona_cz,800.0,61,kobieta,13,5100.0,0,28,48,0
splacona_cz,250.0,57,kobieta,16,2100.0,0,39,48,4
splacona,200.0,52,mężczyzna,12,1210.0,0,7,9,14
splacona_cz,300.0,22,kobieta,12,1500.0,4,4,5,3
splacona,300.0,26,kobieta,12,1300.0,4,8,12,4
splacona_cz,200.0,60,kobieta,13,1026.0,4,55,48,3
splacona_cz,700.0,59,kobieta,13,1400.0,0,246,48,0
splacona_cz,500.0,74,kobieta,13,1536.0,0,36,48,4
splacona_cz,395.77,63,kobieta,13,1668.0,5,91,48,1
splacona_cz,700.0,58,kobieta,13,1872.0,5,35,48,3
splacona_cz,500.0,24,mężczyzna,11,2327.94,1,35,48,5
splacona_cz,200.0,70,kobieta,13,865.0,5,128,48,1
splacona_cz,500.0,35,kobieta,11,2400.0,4,113,48,3
splacona_cz,300.0,49,kobieta,11,992.84,5,121,48,0
splacona_cz,200.0,61,kobieta,13,992.96,1,12,48,0
splacona_cz,300.0,30,mężczyzna,11,1000.0,5,57,48,0
splacona_cz,300.0,54,kobieta,12,1000.0,0,45,48,0
splacona_cz,300.0,46,kobieta,98,911.0,5,98,48,2
splacona_cz,200.0,31,kobieta,12,1865.0,2,20,21,11
splacona_cz,500.0,60,mężczyzna,11,2100.0,4,187,48,0
splacona_cz,200.0,61,kobieta,13,984.0,0,11,48,0
splacona_cz,200.0,57,kobieta,99,780.0,1,1,3,0
splacona_cz,500.0,67,kobieta,13,815.0,0,144,48,7
splacona_cz,400.0,35,mężczyzna,11,1058.0,0,14,48,0
splacona,300.0,58,kobieta,13,1244.77,5,39,48,14
splacona,416.61,52,mężczyzna,11,2011.0,0,211,48,0
splacona_cz,300.0,46,kobieta,12,1038.68,1,21,26,0
splacona,650.0,78,mężczyzna,13,1519.0,0,254,48,0
splacona_cz,200.0,53,kobieta,16,749.28,5,65,48,3
splacona_cz,399.66,39,kobieta,11,1239.05,2,204,48,8
splacona_cz,347.63,61,mężczyzna,13,1500.0,5,23,48,7
splacona_cz,479.15,61,mężczyzna,11,1250.0,0,65,48,4
splacona_cz,292.57,54,mężczyzna,11,2100.0,2,38,48,2
splacona_cz,300.0,79,kobieta,13,1167.94,0,369,48,1
splacona_cz,275.97,41,kobieta,11,1000.0,0,61,48,4
splacona_cz,500.0,50,kobieta,17,990.0,1,72,48,2
splacona,200.0,39,mężczyzna,11,1300.0,5,45,48,0
splacona,500.0,53,mężczyzna,11,2080.0,1,318,48,2
splacona_cz,200.0,50,mężczyzna,16,1045.0,4,199,48,0
splacona_cz,400.0,65,mężczyzna,16,1473.04,2,165,48,1
splacona_cz,300.0,71,mężczyzna,13,1426.0,5,77,48,0
splacona_cz,200.0,56,kobieta,98,980.0,4,10,48,0
splacona_cz,299.28,52,kobieta,11,1400.0,1,161,48,0
splacona,300.0,45,mężczyzna,12,670.0,5,9,11,0
splacona_cz,300.0,46,mężczyzna,11,1360.0,1,120,48,0
splacona_cz,200.0,26,mężczyzna,12,1100.0,0,33,48,0
splacona_cz,200.0,31,kobieta,12,980.0,5,10,15,1
splacona_cz,300.0,63,kobieta,13,1100.0,2,105,48,0
splacona,200.0,48,kobieta,11,967.64,4,319,48,302
splacona,300.0,48,mężczyzna,11,1600.0,0,342,48,10
splacona_cz,400.0,50,kobieta,12,1000.0,5,32,34,2
splacona_cz,400.0,60,mężczyzna,12,1000.0,5,12,14,2
splacona_cz,582.0,62,kobieta,13,3700.0,5,27,48,0
splacona_cz,600.0,51,kobieta,11,3200.0,5,54,48,6
splacona,300.0,66,kobieta,13,1031.0,1,122,48,0
splacona_cz,700.0,61,kobieta,13,2066.0,5,130,48,3
splacona_cz,500.0,61,kobieta,13,1310.0,1,79,48,0
splacona_cz,200.0,63,mężczyzna,13,1287.66,4,97,48,0
splacona_cz,286.39,59,kobieta,13,1658.0,5,30,48,3
splacona_cz,200.0,58,kobieta,16,634.0,4,52,48,0
splacona,600.0,33,kobieta,11,1540.0,2,40,48,4
splacona_cz,200.0,54,kobieta,11,1400.0,5,118,48,1
splacona_cz,200.0,63,kobieta,13,1233.0,4,124,48,0
splacona,200.0,57,kobieta,11,983.97,3,79,48,10
splacona_cz,250.0,42,kobieta,99,2290.55,2,19,20,0
splacona_cz,286.13,46,kobieta,12,1032.0,5,39,40,0
splacona,200.0,73,kobieta,13,866.46,2,196,48,4
splacona_cz,200.0,37,kobieta,12,599.03,4,20,21,8
splacona_cz,700.0,61,kobieta,13,1977.0,3,56,48,18
splacona_cz,200.0,65,kobieta,13,670.0,1,67,48,7
splacona_cz,200.0,68,kobieta,13,803.86,5,159,48,0
splacona_cz,300.0,71,mężczyzna,13,562.0,1,82,48,5
splacona,200.0,74,kobieta,13,1026.0,5,248,48,0
splacona_cz,300.0,46,kobieta,11,900.0,5,94,48,2
splacona_cz,800.0,55,kobieta,13,3440.0,5,52,48,2
splacona,300.0,50,mężczyzna,16,2150.0,0,82,48,0
splacona_cz,400.0,60,kobieta,13,1500.0,1,61,48,0
splacona,200.0,58,kobieta,13,1083.23,0,98,48,3
splacona_cz,300.0,77,kobieta,13,1300.0,2,194,48,0
splacona_cz,500.0,62,kobieta,13,962.0,1,66,48,12
splacona_cz,300.0,55,kobieta,11,2800.0,0,10,48,0
splacona_cz,465.37,35,kobieta,98,4000.0,5,20,48,9
splacona_cz,500.0,35,mężczyzna,11,1850.0,0,56,48,3
splacona_cz,600.0,55,kobieta,16,2300.0,6,64,48,0
splacona_cz,600.0,27,kobieta,11,2100.0,0,24,48,0
splacona,300.0,70,mężczyzna,13,1420.0,1,54,48,0
splacona_cz,200.0,45,kobieta,11,1344.9,4,47,48,2
splacona,200.56,60,kobieta,13,1107.0,0,16,48,0
splacona_cz,300.0,71,mężczyzna,13,1772.53,2,281,48,2
splacona_cz,400.0,34,kobieta,11,980.11,2,46,48,8
splacona_cz,622.85,65,mężczyzna,13,3040.0,1,202,48,0
splacona_cz,300.0,70,kobieta,16,1235.0,0,34,48,0
splacona_cz,300.0,62,mężczyzna,15,1100.79,0,91,48,0
splacona_cz,200.0,62,mężczyzna,13,1162.0,5,222,48,0
splacona_cz,200.0,60,kobieta,13,1635.0,5,121,48,0
splacona,300.0,63,kobieta,13,917.0,3,77,48,4
splacona,300.0,68,kobieta,13,1019.0,0,134,48,0
splacona_cz,400.0,60,kobieta,16,1411.0,2,67,48,1
splacona_cz,284.19,38,kobieta,98,1200.0,5,47,48,0
splacona,300.0,29,mężczyzna,12,1800.0,0,5,6,0
splacona_cz,300.0,54,kobieta,16,1500.0,0,3,48,0
splacona_cz,800.0,68,kobieta,13,2120.0,0,120,48,0
splacona_cz,300.0,43,kobieta,11,1738.57,0,58,48,3
windykacja,300.0,51,mężczyzna,12,1030.0,0,10,48,4515
splacona_cz,300.0,54,kobieta,11,2800.0,5,61,48,0
splacona_cz,530.0,32,mężczyzna,11,2050.0,0,119,48,7
splacona_cz,300.0,70,kobieta,13,1000.0,2,65,48,0
splacona_cz,200.0,43,mężczyzna,11,2284.23,0,301,48,0
windykacja,400.0,58,mężczyzna,13,2031.0,0,159,48,4513
splacona_cz,200.0,72,mężczyzna,13,1700.0,0,15,48,7
splacona,400.0,51,mężczyzna,98,4293.0,0,179,48,0
splacona,200.0,53,kobieta,11,3641.0,0,144,48,0
splacona_cz,399.72,62,kobieta,13,714.0,6,223,48,0
splacona,250.0,75,kobieta,13,1000.0,0,212,48,0
splacona_cz,460.0,65,kobieta,13,1013.74,5,114,48,1
splacona_cz,400.0,64,kobieta,13,840.0,3,114,48,2
splacona,800.0,57,kobieta,13,1530.0,0,26,48,0
splacona_cz,495.15,38,mężczyzna,11,2470.0,2,67,48,5
splacona_cz,500.0,49,kobieta,11,2500.0,1,234,48,0
splacona,200.0,39,kobieta,12,1048.27,0,4,19,4
splacona,200.0,62,mężczyzna,16,1313.41,5,29,48,229
splacona_cz,350.0,61,mężczyzna,16,837.0,4,232,48,0
splacona_cz,400.0,58,kobieta,11,1500.0,4,86,48,0
splacona,300.0,44,mężczyzna,11,3300.0,2,238,48,0
splacona_cz,315.49,73,mężczyzna,13,960.0,5,141,48,0
splacona_cz,423.23,31,mężczyzna,11,2700.0,5,16,48,7
splacona,365.96,47,mężczyzna,12,1574.45,4,32,35,6
windykacja,350.0,56,kobieta,17,547.89,2,57,48,4511
splacona_cz,300.0,68,kobieta,13,1027.0,1,193,48,0
windykacja,799.85,33,kobieta,11,2050.0,1,30,48,4511
splacona,400.0,57,kobieta,13,1817.24,4,19,48,3
splacona,407.31,68,kobieta,16,980.0,5,132,48,0
splacona_cz,593.94,52,mężczyzna,11,3200.0,5,190,48,0
splacona,300.0,33,kobieta,11,2200.0,0,12,48,0
splacona_cz,550.0,54,kobieta,12,1675.0,5,10,11,3
splacona_cz,300.0,63,kobieta,16,1389.0,0,92,48,0
splacona_cz,900.0,58,kobieta,17,684.0,5,191,48,0
splacona_cz,200.0,55,mężczyzna,11,1460.17,2,62,48,1
splacona_cz,670.0,63,kobieta,13,930.0,2,95,48,0
splacona_cz,235.97,65,mężczyzna,12,1100.0,5,23,36,0
splacona_cz,450.0,70,kobieta,13,729.03,6,258,48,0
splacona,700.0,65,kobieta,13,930.0,6,132,48,0
splacona_cz,200.0,61,kobieta,13,975.0,5,28,48,0
splacona_cz,399.72,47,mężczyzna,12,600.0,6,10,27,0
splacona_cz,500.0,53,mężczyzna,11,1320.0,5,343,48,0
splacona_cz,389.72,61,kobieta,13,1170.0,4,79,48,0
splacona_cz,200.0,31,kobieta,12,1032.34,5,6,11,11
splacona_cz,200.0,69,kobieta,16,959.6,5,116,48,5
splacona_cz,200.0,67,kobieta,13,720.19,3,94,48,0
splacona_cz,500.0,60,kobieta,13,1212.0,5,55,48,0
splacona,200.0,53,kobieta,16,1740.0,2,115,48,0
splacona_cz,693.7,38,kobieta,11,1900.0,1,209,48,3
splacona,400.0,62,kobieta,13,1474.55,4,66,48,6
splacona_cz,400.0,53,kobieta,13,1213.0,0,51,48,2
splacona_cz,339.72,54,kobieta,16,1045.6,6,13,48,0
splacona_cz,300.0,33,mężczyzna,11,1800.0,5,166,48,2
splacona_cz,300.0,39,kobieta,12,1027.0,5,10,48,0
splacona_cz,400.0,59,mężczyzna,11,2000.0,0,71,48,0
splacona_cz,200.0,61,kobieta,13,997.0,5,80,48,0
splacona,200.0,55,kobieta,12,1350.0,5,23,24,2
splacona_cz,265.58,62,kobieta,13,1189.0,5,71,48,0
splacona_cz,563.44,68,mężczyzna,13,2000.0,0,46,48,10
splacona_cz,500.0,61,kobieta,13,1362.0,5,57,48,1
splacona_cz,800.0,35,mężczyzna,12,1500.0,2,34,35,1
windykacja,500.0,44,kobieta,11,2105.0,0,24,48,4506
splacona_cz,300.0,64,kobieta,16,1132.0,2,98,48,13
splacona_cz,300.0,71,mężczyzna,13,1295.37,1,308,48,0
splacona_cz,300.0,60,kobieta,13,936.0,3,32,48,0
splacona_cz,375.81,29,mężczyzna,11,1888.27,0,78,48,3
splacona_cz,600.0,32,kobieta,11,1290.0,5,20,48,5
splacona,426.61,49,kobieta,11,2470.0,6,355,48,0
splacona_cz,200.0,75,kobieta,13,616.0,5,247,48,3
splacona_cz,600.0,49,kobieta,11,2800.0,5,320,48,1
splacona,500.0,72,kobieta,13,640.0,2,140,48,0
splacona_cz,400.0,66,kobieta,13,1137.19,5,97,48,0
splacona_cz,200.0,56,kobieta,11,1172.2,5,38,48,0
splacona_cz,500.0,73,kobieta,13,951.0,5,163,48,15
splacona,500.0,42,mężczyzna,98,3014.0,0,103,48,6
splacona_cz,300.0,49,mężczyzna,13,3900.0,6,31,48,0
splacona_cz,450.0,69,kobieta,13,1800.0,0,118,48,0
splacona,250.0,54,kobieta,17,864.6,1,3,7,0
splacona_cz,300.0,35,kobieta,12,1200.0,5,10,14,0
windykacja_sp,441.27,40,kobieta,12,660.0,5,13,38,6
splacona_cz,283.31,52,kobieta,12,1050.0,4,35,36,0
splacona_cz,400.0,51,mężczyzna,11,1400.0,0,40,48,9
splacona_cz,250.0,65,mężczyzna,13,1559.0,0,72,48,0
splacona_cz,300.0,21,mężczyzna,12,952.89,1,24,26,8
splacona_cz,357.31,40,mężczyzna,11,1261.98,5,37,48,1
splacona_cz,500.0,70,kobieta,13,1200.0,5,120,48,6
splacona_cz,412.88,38,kobieta,11,2927.0,4,202,48,5
splacona_cz,242.28,65,kobieta,13,1350.0,4,112,48,1
splacona_cz,300.0,57,kobieta,13,611.0,4,140,48,1
splacona_cz,200.0,72,kobieta,13,730.0,4,562,48,0
splacona,200.0,74,kobieta,13,1026.0,6,248,48,0
splacona_cz,400.0,53,mężczyzna,11,4000.0,6,11,48,0
splacona,300.0,62,kobieta,13,1130.0,5,104,48,0
splacona,400.0,58,kobieta,16,1589.0,1,28,48,15
splacona_cz,600.0,54,kobieta,11,1300.0,0,69,48,6
splacona_cz,600.0,43,kobieta,11,1443.0,0,35,48,1
splacona_cz,400.0,56,mężczyzna,11,1842.86,4,9,48,0
splacona,500.0,48,kobieta,98,1357.0,0,2,48,0
splacona,200.0,24,mężczyzna,12,1000.0,6,13,25,0
splacona,600.0,46,mężczyzna,11,2000.0,0,52,48,0
splacona_cz,400.0,61,kobieta,13,1090.14,5,76,48,4
windykacja,500.0,33,mężczyzna,12,5000.0,0,6,27,4504
splacona_cz,300.0,57,kobieta,11,1680.0,5,386,48,6
windykacja,300.0,54,mężczyzna,11,1700.0,5,40,48,4504
splacona_cz,300.0,50,mężczyzna,12,1000.0,3,44,48,0
windykacja,305.0,65,kobieta,13,1210.0,1,139,48,4504
splacona_cz,400.0,29,mężczyzna,11,1590.0,0,54,48,4
splacona_cz,300.0,58,kobieta,13,1240.0,2,71,48,6
splacona_cz,800.0,57,mężczyzna,12,2500.0,4,6,10,3
splacona_cz,500.0,72,mężczyzna,13,1700.0,5,15,48,0
splacona,300.0,42,kobieta,11,1286.16,2,118,48,0
splacona_cz,500.0,60,kobieta,13,1000.0,5,69,48,0
splacona_cz,378.91,70,kobieta,13,1291.18,6,80,48,12
splacona_cz,400.0,54,kobieta,12,1700.0,6,56,48,0
splacona_cz,350.0,73,kobieta,11,1348.95,0,115,48,6
splacona_cz,200.0,20,mężczyzna,17,985.0,6,14,17,0
splacona,200.0,52,kobieta,16,685.0,1,42,48,0
splacona_cz,600.0,41,kobieta,98,5000.0,1,85,48,6
splacona,200.0,68,kobieta,13,1134.96,2,162,48,13
splacona_cz,300.0,78,kobieta,13,1239.98,3,256,48,0
splacona,200.0,43,kobieta,11,1400.0,0,26,48,0
splacona_cz,500.0,47,mężczyzna,13,864.34,0,157,48,0
windykacja_sp,350.0,61,mężczyzna,13,1503.0,0,167,48,18
splacona_cz,300.0,60,mężczyzna,11,3000.0,6,213,48,0
splacona_cz,400.0,51,mężczyzna,11,1800.0,2,260,48,3
splacona_cz,600.0,45,mężczyzna,12,3500.0,0,188,48,0
splacona,200.0,66,kobieta,13,910.0,6,71,48,0
splacona_cz,200.0,71,kobieta,13,722.05,5,198,48,0
splacona_cz,400.0,72,mężczyzna,13,1870.0,1,86,48,1
splacona_cz,500.0,44,kobieta,11,2245.01,0,147,48,4
splacona,300.0,61,kobieta,13,2282.0,2,26,48,0
splacona_cz,500.0,58,mężczyzna,16,1770.0,6,90,48,1
splacona_cz,367.31,61,kobieta,13,1684.0,5,21,48,21
splacona_cz,700.0,47,kobieta,12,830.46,4,46,48,1
splacona_cz,200.0,53,mężczyzna,11,2094.17,2,242,48,4
splacona_cz,600.0,61,kobieta,13,1050.0,6,140,48,0
splacona,400.0,48,kobieta,11,980.0,1,201,48,0
splacona_cz,200.0,57,mężczyzna,13,12220.0,4,72,48,8
splacona_cz,345.97,54,kobieta,11,1721.7,6,121,48,2
splacona_cz,250.0,51,kobieta,11,1700.0,5,307,48,2
windykacja_sp,200.0,63,kobieta,16,1600.0,2,25,48,323
splacona_cz,200.0,72,kobieta,13,785.0,2,65,48,0
splacona_cz,500.0,62,kobieta,13,820.0,0,32,48,0
splacona_cz,300.0,79,kobieta,13,1442.43,1,142,48,0
splacona_cz,200.0,65,mężczyzna,13,1611.0,0,142,48,1
splacona_cz,290.0,61,kobieta,13,1280.0,6,18,48,1
splacona_cz,300.0,45,mężczyzna,11,2100.0,1,51,48,2
splacona_cz,400.0,66,kobieta,13,850.0,5,68,48,2
splacona,400.0,59,mężczyzna,13,3900.0,1,115,48,1
splacona,200.0,25,kobieta,17,1200.0,6,166,48,0
splacona,490.0,30,mężczyzna,11,2700.0,1,65,48,1
splacona_cz,700.0,57,mężczyzna,13,3600.0,0,87,48,0
splacona_cz,200.0,26,kobieta,12,1100.0,2,16,17,0
splacona_cz,200.0,27,mężczyzna,12,1400.0,0,2,3,0
splacona_cz,500.0,47,mężczyzna,13,1500.0,0,87,48,0
splacona,500.0,58,kobieta,13,1883.53,0,48,48,0
